"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 18 15:08:01 GMT 2023","Wed Oct 18 15:08:23 GMT 2023","22116","tests","Test Interactions Page","TestInteractionsPage","","","test_check_drop_will_revert",""
"passed","Wed Oct 18 15:07:03 GMT 2023","Wed Oct 18 15:07:09 GMT 2023","6331","tests","Elements","TestElements","","","test_appear_button",""
"passed","Wed Oct 18 15:01:39 GMT 2023","Wed Oct 18 15:01:42 GMT 2023","3325","tests","Test Alert Frame Windows","TestAlertFrameWindows","","","test_large_modal_window_text",""
"passed","Wed Oct 18 15:07:34 GMT 2023","Wed Oct 18 15:07:37 GMT 2023","2845","tests","Test Interactions Page","TestInteractionsPage","","","test_check_change_list_order",""
"passed","Wed Oct 18 15:01:09 GMT 2023","Wed Oct 18 15:01:11 GMT 2023","2156","tests","Test Alert Frame Windows","TestAlertFrameWindows","","","test_alert_text",""
"passed","Wed Oct 18 15:06:55 GMT 2023","Wed Oct 18 15:07:02 GMT 2023","6761","tests","Elements","TestElements","","","test_dynamic_properties_change_color",""
"passed","Wed Oct 18 15:06:39 GMT 2023","Wed Oct 18 15:06:43 GMT 2023","4178","tests","Elements","TestElements","","","test_forbidden_link_response_code",""
"passed","Wed Oct 18 15:03:53 GMT 2023","Wed Oct 18 15:04:07 GMT 2023","13718","tests","Elements","TestElements","","","test_created_link_response_code",""
"passed","Wed Oct 18 15:01:12 GMT 2023","Wed Oct 18 15:01:19 GMT 2023","7125","tests","Test Alert Frame Windows","TestAlertFrameWindows","","","test_alert_appear_5_sec",""
"passed","Wed Oct 18 15:08:40 GMT 2023","Wed Oct 18 15:08:43 GMT 2023","3456","tests","Test Interactions Page","TestInteractionsPage","","","test_axis_restricted_y",""
"passed","Wed Oct 18 15:09:50 GMT 2023","Wed Oct 18 15:09:54 GMT 2023","3225","tests","Test Widgets Page","TestWidgetsPage","","","test_message_after_hover_to_text",""
"passed","Wed Oct 18 15:09:42 GMT 2023","Wed Oct 18 15:09:45 GMT 2023","3298","tests","Test Widgets Page","TestWidgetsPage","","","test_message_after_hover_to_button",""
"passed","Wed Oct 18 15:03:49 GMT 2023","Wed Oct 18 15:03:52 GMT 2023","3260","tests","Elements","TestElements","","","test_bad_request_link_response_code",""
"passed","Wed Oct 18 15:09:00 GMT 2023","Wed Oct 18 15:09:03 GMT 2023","3248","tests","Test Widgets Page","TestWidgetsPage","","","test_fill_single_complete",""
"passed","Wed Oct 18 15:03:13 GMT 2023","Wed Oct 18 15:03:19 GMT 2023","5785","tests","Elements","TestElements","","","test_web_table_search_added_person",""
"skipped","Wed Oct 18 15:08:44 GMT 2023","Wed Oct 18 15:08:49 GMT 2023","4542","tests","Test Widgets Page","TestWidgetsPage","","","test_accordian_title_and_content",""
"passed","Wed Oct 18 15:01:21 GMT 2023","Wed Oct 18 15:01:23 GMT 2023","2494","tests","Test Alert Frame Windows","TestAlertFrameWindows","","","test_confirm_alert",""
"passed","Wed Oct 18 15:09:59 GMT 2023","Wed Oct 18 15:10:05 GMT 2023","5828","tests","Test Widgets Page","TestWidgetsPage","","","test_all_tool_tips",""
"passed","Wed Oct 18 15:01:24 GMT 2023","Wed Oct 18 15:01:28 GMT 2023","3515","tests","Test Alert Frame Windows","TestAlertFrameWindows","","","test_promt_alert_result",""
"passed","Wed Oct 18 15:04:08 GMT 2023","Wed Oct 18 15:06:25 GMT 2023","137487","tests","Elements","TestElements","","","test_no_content_link_response_code",""
"passed","Wed Oct 18 15:07:18 GMT 2023","Wed Oct 18 15:07:23 GMT 2023","5559","tests","Elements","TestFormsPage","","","test_form_input_and_output_data",""
"passed","Wed Oct 18 15:09:55 GMT 2023","Wed Oct 18 15:09:58 GMT 2023","3231","tests","Test Widgets Page","TestWidgetsPage","","","test_message_after_hover_to_digit",""
"passed","Wed Oct 18 15:07:29 GMT 2023","Wed Oct 18 15:07:33 GMT 2023","3867","tests","Test Interactions Page","TestInteractionsPage","","","test_check_change_grid_order",""
"passed","Wed Oct 18 15:09:35 GMT 2023","Wed Oct 18 15:09:37 GMT 2023","2189","tests","Test Widgets Page","TestWidgetsPage","","","test_origin_tab",""
"skipped","Wed Oct 18 15:10:06 GMT 2023","Wed Oct 18 15:10:09 GMT 2023","3265","tests","Test Widgets Page","TestWidgetsPage","","","test_menu_tabs_and_subtabs",""
"passed","Wed Oct 18 15:08:50 GMT 2023","Wed Oct 18 15:08:54 GMT 2023","3850","tests","Test Widgets Page","TestWidgetsPage","","","test_fill_multi_auto_complete",""
"passed","Wed Oct 18 15:07:46 GMT 2023","Wed Oct 18 15:07:50 GMT 2023","3365","tests","Test Interactions Page","TestInteractionsPage","","","test_check_drag_and_drop_simple",""
"passed","Wed Oct 18 15:07:24 GMT 2023","Wed Oct 18 15:07:28 GMT 2023","3496","tests","Test Interactions Page","TestInteractionsPage","","","test_check_change_list_order",""
"passed","Wed Oct 18 15:08:35 GMT 2023","Wed Oct 18 15:08:39 GMT 2023","3497","tests","Test Interactions Page","TestInteractionsPage","","","test_axis_restricted_x",""
"passed","Wed Oct 18 15:03:28 GMT 2023","Wed Oct 18 15:03:33 GMT 2023","4763","tests","Elements","TestElements","","","test_remove_person_from_web_table_and_check_this",""
"passed","Wed Oct 18 15:09:25 GMT 2023","Wed Oct 18 15:09:30 GMT 2023","4402","tests","Test Widgets Page","TestWidgetsPage","","","test_progress_bar_value",""
"passed","Wed Oct 18 15:01:06 GMT 2023","Wed Oct 18 15:01:08 GMT 2023","2184","tests","Test Alert Frame Windows","TestAlertFrameWindows","","","test_new_window_page",""
"passed","Wed Oct 18 15:03:34 GMT 2023","Wed Oct 18 15:03:38 GMT 2023","4397","tests","Elements","TestElements","","","test_change_the_number_of_rows_and_count_them",""
"passed","Wed Oct 18 15:08:24 GMT 2023","Wed Oct 18 15:08:30 GMT 2023","5521","tests","Test Interactions Page","TestInteractionsPage","","","test_check_drop_will_not_revert",""
"passed","Wed Oct 18 15:01:43 GMT 2023","Wed Oct 18 15:01:47 GMT 2023","3800","tests","Elements","TestElements","","","test_text_box",""
"passed","Wed Oct 18 15:01:01 GMT 2023","Wed Oct 18 15:01:05 GMT 2023","4013","tests","Test Alert Frame Windows","TestAlertFrameWindows","","","test_new_tab",""
"passed","Wed Oct 18 15:08:55 GMT 2023","Wed Oct 18 15:08:59 GMT 2023","4127","tests","Test Widgets Page","TestWidgetsPage","","","test_remove_all_colors",""
"passed","Wed Oct 18 15:07:56 GMT 2023","Wed Oct 18 15:08:00 GMT 2023","3894","tests","Test Interactions Page","TestInteractionsPage","","","test_check_drop_prevent_propogation",""
"skipped","Wed Oct 18 15:09:14 GMT 2023","Wed Oct 18 15:09:20 GMT 2023","5688","tests","Test Widgets Page","TestWidgetsPage","","","test_select_date_and_time",""
"skipped","Wed Oct 18 15:01:54 GMT 2023","Wed Oct 18 15:01:57 GMT 2023","2767","tests","Elements","TestElements","","","test_radio_button",""
"passed","Wed Oct 18 15:03:20 GMT 2023","Wed Oct 18 15:03:27 GMT 2023","7129","tests","Elements","TestElements","","","test_web_table_update_person_info",""
"passed","Wed Oct 18 15:06:26 GMT 2023","Wed Oct 18 15:06:34 GMT 2023","7534","tests","Elements","TestElements","","","test_moved_link_response_code",""
"passed","Wed Oct 18 15:07:10 GMT 2023","Wed Oct 18 15:07:17 GMT 2023","6579","tests","Elements","TestElements","","","test_enable_button",""
"skipped","Wed Oct 18 15:07:43 GMT 2023","Wed Oct 18 15:07:45 GMT 2023","2316","tests","Test Interactions Page","TestInteractionsPage","","","test_check_change_size_resizable_windows",""
"passed","Wed Oct 18 15:07:51 GMT 2023","Wed Oct 18 15:07:55 GMT 2023","4407","tests","Test Interactions Page","TestInteractionsPage","","","test_check_drag_and_drop_acceptable",""
"passed","Wed Oct 18 15:01:29 GMT 2023","Wed Oct 18 15:01:31 GMT 2023","2090","tests","Test Alert Frame Windows","TestAlertFrameWindows","","","test_frame_size",""
"passed","Wed Oct 18 15:06:49 GMT 2023","Wed Oct 18 15:06:51 GMT 2023","2012","tests","Elements","TestElements","","","test_file_upload_check",""
"passed","Wed Oct 18 15:09:31 GMT 2023","Wed Oct 18 15:09:33 GMT 2023","2590","tests","Test Widgets Page","TestWidgetsPage","","","test_what_tab",""
"passed","Wed Oct 18 15:01:32 GMT 2023","Wed Oct 18 15:01:34 GMT 2023","1870","tests","Test Alert Frame Windows","TestAlertFrameWindows","","","test_nested_frame",""
"passed","Wed Oct 18 15:09:38 GMT 2023","Wed Oct 18 15:09:40 GMT 2023","2473","tests","Test Widgets Page","TestWidgetsPage","","","test_use_tab",""
"passed","Wed Oct 18 15:01:48 GMT 2023","Wed Oct 18 15:01:53 GMT 2023","5068","tests","Elements","TestElements","","","test_check_box",""
"passed","Wed Oct 18 15:06:52 GMT 2023","Wed Oct 18 15:06:54 GMT 2023","1801","tests","Elements","TestElements","","","test_download_file_check",""
"passed","Wed Oct 18 15:09:05 GMT 2023","Wed Oct 18 15:09:08 GMT 2023","3496","tests","Test Widgets Page","TestWidgetsPage","","","test_check_entered_date",""
"passed","Wed Oct 18 15:07:38 GMT 2023","Wed Oct 18 15:07:42 GMT 2023","4105","tests","Test Interactions Page","TestInteractionsPage","","","test_check_change_grid_order",""
