"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Sep 19 22:59:35 GMT 2023","Tue Sep 19 22:59:35 GMT 2023","0","tests","Test Alert Frame Windows","TestAlertFrameWindows","","","test_promt_alert_result",""
"broken","Tue Sep 19 22:59:45 GMT 2023","Tue Sep 19 22:59:45 GMT 2023","0","tests","Elements","TestElements","","","test_web_table_add_new_person_and_check_this",""
"broken","Tue Sep 19 22:59:43 GMT 2023","Tue Sep 19 22:59:43 GMT 2023","0","tests","Elements","TestElements","","","test_check_box",""
"broken","Tue Sep 19 22:59:37 GMT 2023","Tue Sep 19 22:59:37 GMT 2023","0","tests","Test Alert Frame Windows","TestAlertFrameWindows","","","test_frame_size",""
"broken","Tue Sep 19 23:00:44 GMT 2023","Tue Sep 19 23:00:44 GMT 2023","0","tests","Test Widgets Page","TestWidgetsPage","","","test_message_after_hover_to_digit",""
"broken","Tue Sep 19 23:00:43 GMT 2023","Tue Sep 19 23:00:43 GMT 2023","0","tests","Test Widgets Page","TestWidgetsPage","","","test_message_after_hover_to_text",""
"broken","Tue Sep 19 22:59:56 GMT 2023","Tue Sep 19 22:59:56 GMT 2023","0","tests","Elements","TestElements","","","test_no_content_link_response_code",""
"broken","Tue Sep 19 22:59:38 GMT 2023","Tue Sep 19 22:59:38 GMT 2023","0","tests","Test Alert Frame Windows","TestAlertFrameWindows","","","test_nested_frame",""
"broken","Tue Sep 19 23:00:24 GMT 2023","Tue Sep 19 23:00:24 GMT 2023","0","tests","Test Interactions Page","TestInteractionsPage","","","test_axis_restricted_y",""
"broken","Tue Sep 19 22:59:49 GMT 2023","Tue Sep 19 22:59:49 GMT 2023","0","tests","Elements","TestElements","","","test_remove_person_from_web_table_and_check_this",""
"broken","Tue Sep 19 23:00:18 GMT 2023","Tue Sep 19 23:00:18 GMT 2023","0","tests","Test Interactions Page","TestInteractionsPage","","","test_check_drop_prevent_propogation",""
"broken","Tue Sep 19 23:00:19 GMT 2023","Tue Sep 19 23:00:19 GMT 2023","0","tests","Test Interactions Page","TestInteractionsPage","","","test_check_drop_will_revert",""
"broken","Tue Sep 19 22:59:39 GMT 2023","Tue Sep 19 22:59:39 GMT 2023","0","tests","Test Alert Frame Windows","TestAlertFrameWindows","","","test_small_modal_window_text",""
"broken","Tue Sep 19 23:00:13 GMT 2023","Tue Sep 19 23:00:13 GMT 2023","0","tests","Test Interactions Page","TestInteractionsPage","","","test_check_change_grid_order",""
"skipped","Tue Sep 19 22:59:44 GMT 2023","Tue Sep 19 22:59:44 GMT 2023","0","tests","Elements","TestElements","","","test_radio_button",""
"broken","Tue Sep 19 23:00:41 GMT 2023","Tue Sep 19 23:00:41 GMT 2023","0","tests","Test Widgets Page","TestWidgetsPage","","","test_message_after_hover_to_input",""
"broken","Tue Sep 19 23:00:25 GMT 2023","Tue Sep 19 23:00:25 GMT 2023","0","tests","Test Widgets Page","TestWidgetsPage","","","test_accordian_title_and_content",""
"broken","Tue Sep 19 22:59:55 GMT 2023","Tue Sep 19 22:59:55 GMT 2023","0","tests","Elements","TestElements","","","test_created_link_response_code",""
"broken","Tue Sep 19 22:59:30 GMT 2023","Tue Sep 19 22:59:30 GMT 2023","0","tests","Test Alert Frame Windows","TestAlertFrameWindows","","","test_new_window_page",""
"broken","Tue Sep 19 23:00:01 GMT 2023","Tue Sep 19 23:00:01 GMT 2023","0","tests","Elements","TestElements","","","test_not_found_link_response_code",""
"broken","Tue Sep 19 23:00:03 GMT 2023","Tue Sep 19 23:00:03 GMT 2023","0","tests","Elements","TestElements","","","test_download_file_check",""
"broken","Tue Sep 19 23:00:00 GMT 2023","Tue Sep 19 23:00:00 GMT 2023","0","tests","Elements","TestElements","","","test_forbidden_link_response_code",""
"broken","Tue Sep 19 23:00:34 GMT 2023","Tue Sep 19 23:00:34 GMT 2023","0","tests","Test Widgets Page","TestWidgetsPage","","","test_change_slider_value",""
"broken","Tue Sep 19 23:00:08 GMT 2023","Tue Sep 19 23:00:08 GMT 2023","0","tests","Elements","TestFormsPage","","","test_form_input_and_output_data",""
"broken","Tue Sep 19 23:00:40 GMT 2023","Tue Sep 19 23:00:40 GMT 2023","0","tests","Test Widgets Page","TestWidgetsPage","","","test_message_after_hover_to_button",""
"broken","Tue Sep 19 22:59:46 GMT 2023","Tue Sep 19 22:59:46 GMT 2023","0","tests","Elements","TestElements","","","test_web_table_search_added_person",""
"broken","Tue Sep 19 23:00:14 GMT 2023","Tue Sep 19 23:00:14 GMT 2023","0","tests","Test Interactions Page","TestInteractionsPage","","","test_check_change_size_resizable_windows",""
"broken","Tue Sep 19 23:00:27 GMT 2023","Tue Sep 19 23:00:27 GMT 2023","0","tests","Test Widgets Page","TestWidgetsPage","","","test_fill_multi_auto_complete",""
"broken","Tue Sep 19 23:00:23 GMT 2023","Tue Sep 19 23:00:23 GMT 2023","0","tests","Test Interactions Page","TestInteractionsPage","","","test_axis_restricted_x",""
"broken","Tue Sep 19 22:59:32 GMT 2023","Tue Sep 19 22:59:32 GMT 2023","0","tests","Test Alert Frame Windows","TestAlertFrameWindows","","","test_alert_text",""
"broken","Tue Sep 19 23:00:46 GMT 2023","Tue Sep 19 23:00:46 GMT 2023","0","tests","Test Widgets Page","TestWidgetsPage","","","test_menu_tabs_and_subtabs",""
"broken","Tue Sep 19 23:00:38 GMT 2023","Tue Sep 19 23:00:38 GMT 2023","0","tests","Test Widgets Page","TestWidgetsPage","","","test_origin_tab",""
"broken","Tue Sep 19 23:00:39 GMT 2023","Tue Sep 19 23:00:39 GMT 2023","0","tests","Test Widgets Page","TestWidgetsPage","","","test_use_tab",""
"broken","Tue Sep 19 23:00:29 GMT 2023","Tue Sep 19 23:00:29 GMT 2023","0","tests","Test Widgets Page","TestWidgetsPage","","","test_fill_single_complete",""
"broken","Tue Sep 19 22:59:57 GMT 2023","Tue Sep 19 22:59:57 GMT 2023","0","tests","Elements","TestElements","","","test_moved_link_response_code",""
"broken","Tue Sep 19 22:59:58 GMT 2023","Tue Sep 19 22:59:58 GMT 2023","0","tests","Elements","TestElements","","","test_unauthorized_link_response_code",""
"broken","Tue Sep 19 23:00:30 GMT 2023","Tue Sep 19 23:00:30 GMT 2023","0","tests","Test Widgets Page","TestWidgetsPage","","","test_check_entered_date",""
"broken","Tue Sep 19 22:59:52 GMT 2023","Tue Sep 19 22:59:52 GMT 2023","0","tests","Elements","TestElements","","","test_home_link_response_code_200",""
"broken","Tue Sep 19 23:00:45 GMT 2023","Tue Sep 19 23:00:45 GMT 2023","0","tests","Test Widgets Page","TestWidgetsPage","","","test_all_tool_tips",""
"broken","Tue Sep 19 23:00:31 GMT 2023","Tue Sep 19 23:00:31 GMT 2023","0","tests","Test Widgets Page","TestWidgetsPage","","","test_select_date",""
"broken","Tue Sep 19 22:59:29 GMT 2023","Tue Sep 19 22:59:29 GMT 2023","0","tests","Test Alert Frame Windows","TestAlertFrameWindows","","","test_new_tab",""
"broken","Tue Sep 19 23:00:07 GMT 2023","Tue Sep 19 23:00:07 GMT 2023","0","tests","Elements","TestElements","","","test_enable_button",""
"broken","Tue Sep 19 23:00:06 GMT 2023","Tue Sep 19 23:00:06 GMT 2023","0","tests","Elements","TestElements","","","test_appear_button",""
"broken","Tue Sep 19 23:00:36 GMT 2023","Tue Sep 19 23:00:36 GMT 2023","0","tests","Test Widgets Page","TestWidgetsPage","","","test_what_tab",""
"broken","Tue Sep 19 23:00:12 GMT 2023","Tue Sep 19 23:00:12 GMT 2023","0","tests","Test Interactions Page","TestInteractionsPage","","","test_check_change_list_order",""
"broken","Tue Sep 19 22:59:47 GMT 2023","Tue Sep 19 22:59:47 GMT 2023","0","tests","Elements","TestElements","","","test_web_table_update_person_info",""
"broken","Tue Sep 19 23:00:22 GMT 2023","Tue Sep 19 23:00:22 GMT 2023","0","tests","Test Interactions Page","TestInteractionsPage","","","test_sample_drag_box",""
"skipped","Tue Sep 19 22:59:50 GMT 2023","Tue Sep 19 22:59:50 GMT 2023","0","tests","Elements","TestElements","","","test_change_the_number_of_rows_and_count_them",""
"broken","Tue Sep 19 23:00:05 GMT 2023","Tue Sep 19 23:00:05 GMT 2023","0","tests","Elements","TestElements","","","test_dynamic_properties_change_color",""
"broken","Tue Sep 19 23:00:28 GMT 2023","Tue Sep 19 23:00:28 GMT 2023","0","tests","Test Widgets Page","TestWidgetsPage","","","test_remove_all_colors",""
